query,match,kingdom,phylum,class,order,family,genus,species
EUSF01125,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01079,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01684,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01629,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01615,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01517,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01402,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01329,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01268,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01523,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01337,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00741,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01601,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01122,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01099,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01607,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01529,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01068,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00794,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01409,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01302,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01531,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01037,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01305,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00846,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00968,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00532,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01139,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01080,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01421,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01394,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00818,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01597,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01606,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00543,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00609,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01141,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00891,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01163,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00553,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01113,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00890,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01623,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01598,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01143,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01604,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01066,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00524,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00526,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00707,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00871,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01208,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01109,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01134,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01704,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01198,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01356,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01127,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01682,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01254,Chaetomium_globosum|JN209930|SH374326.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_globosum
EUSF01053,Chaetomium_globosum|JN209930|SH374326.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_globosum
EUSF01240,Chaetomium_globosum|JN209930|SH374326.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_globosum
EUSF01931,Chaetomium_globosum|JN209930|SH374326.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_globosum
EUSF01546,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01088,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00665,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00648,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01151,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00651,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01085,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01076,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00602,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00601,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01542,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01091,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01064,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00640,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00667,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01063,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00634,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01092,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00726,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01067,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00663,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01202,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01215,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00598,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00636,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF01010,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00715,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00897,Biscogniauxia_sp|EU686181|SH215775.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
EUSF00654,Coniochaeta_ligniaria|JQ761534|SH181481.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_ligniaria
EUSF00851,Pseudocercospora_lyoniae|GU269739|SH406155.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_lyoniae
EUSF00844,Pseudocercospora_lyoniae|GU269739|SH406155.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_lyoniae
EUSF00650,Pezizomycetes_sp|FR648385|SH193581.07FU|reps,Fungi,Ascomycota,Pezizomycetes,unidentified,unidentified,unidentified,Pezizomycetes_sp
EUSF00919,Coniochaeta_prunicola|GQ154540|SH191377.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_prunicola
EUSF01862,Penicillium_paczoskii|KC411706|SH407684.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_paczoskii
EUSF01865,Penicillium_spathulatum|KT121500|SH199404.07FU|reps,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_spathulatum
EUSF01700,Penicillium_spathulatum|KT121500|SH199404.07FU|reps,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_spathulatum
EUSF00913,Coniochaetales_sp|EU686153|SH191383.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales_sp
EUSF01133,Coniochaetales_sp|EU686153|SH191383.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales_sp
EUSF00785,Pezicula_sporulosa|KF376108|SH110267.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula_sporulosa
EUSF00954,Pezicula_sporulosa|KF376108|SH110267.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula_sporulosa
EUSF00793,Pezicula_sporulosa|KF376108|SH110267.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula_sporulosa
EUSF00961,Pezicula_sporulosa|KF376108|SH110267.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula_sporulosa
EUSF00956,Pezicula_sporulosa|KF376108|SH110267.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula_sporulosa
EUSF01714,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01364,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00923,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00906,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00905,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00901,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00706,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00697,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00683,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00646,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00630,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00625,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01014,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01001,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00998,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00522,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01045,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01026,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01006,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00920,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00902,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00644,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00999,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00916,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00652,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01715,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01376,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01160,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01054,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01355,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01011,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01060,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01000,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00635,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00997,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00604,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01707,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00796,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00774,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01213,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00656,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00958,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01017,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01019,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01009,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00639,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00690,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF00907,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
EUSF01146,Xylariales_sp|AF280625|SH204769.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
